BBY,Best Buy Co. Inc. Common ,44.13,42.22,-4.52
ROST,Ross Stores Inc. ,68.58,65.9,-4.07
AAL,American Airlines Group Inc. ,46.36,47.8,3.01
MPC, Marathon Petroleum Corporation  ,49.6,51.15,3.03
BBT,BB&T Corporation Common ,48.22,49.73,3.04
NTRS,Northern Trust Corporation ,87.35,90.09,3.04
DAL,Delta Air Lines Inc. (New) Comm ,49.93,51.505,3.06
SYF,Synchrony Financial Common Stoc,36.24,37.39,3.08
RIG,Transocean Ltd (Switzerland) Co ,13.82,14.26,3.09
GT,Goodyear Tire & Rubber Company  ,35.05,36.17,3.10
C,Citigroup Inc. Common ,59.81,61.7286,3.11
KEY,KeyCorp Common ,18.77,19.385,3.17
DLTR,Dollar Tree Inc. ,76.68,79.2,3.18
PNC,PNC Financial Services Group I ,127.23,131.6,3.32
STT, State Street Corporation Common ,79.71,82.4847,3.36
MU,Micron Technology Inc. ,23.44,24.2742,3.44
BAC,Bank of America Corporation Com ,24.68,25.585,3.54
SPLS,Staples Inc. ,8.99,9.32,3.54
CMA,Comerica Incorporated Common St ,71.28,73.96,3.62
LNC,Lincoln National Corporation Co ,70.16,72.8,3.63
HBAN, Huntington Bancshares Incorpora ,14.14,14.675,3.65
MET,MetLife Inc. Common ,52.44,54.43,3.66
LYB,LyondellBasell Industries NV Or ,91.24,94.74,3.69
CME,CME Group Inc. ,121.46,126.17,3.73
URI,United Rentals Inc. Common Sto ,128.03,133.175,3.86
ZION,Zions Bancorporation ,44.9,46.71,3.87
RF,Regions Financial Corporation C ,15.27,15.98,4.44
FITB, Fifth Third Bancorp ,27.44,28.77,4.62
CFG,Citizens Financial Group Inc.,37.37,39.2,4.67
SCHW,Charles Schwab Corporation (The ,40.41,42.54,5.01
ETFC,E*TRADE Financial Corporation ,34.51,36.34,5.04
WYNN,Wynn Resorts Limited ,96.15,101.82,5.57
MYL,Mylan Inc. ,41.85,45.04,7.08
LOW,Lowe's Companies Inc. Common S ,74.37,81.62,8.88
