ENDP,Endo Health Solutions Inc. ,13.65,12.86,-6.14
BBY,Best Buy Co. Inc. Common ,44.13,42.04,-4.97
FSLR,First Solar Inc. ,36.19,35.04,-3.28
CMI,Cummins Inc. Common ,148.49,153.15,3.04
ROK,Rockwell Automation Inc. Commo ,151.1,155.87,3.06
ADSK,Autodesk Inc. ,86.3,89.045,3.08
BK,Bank of New York Mellon Corpora ,47.14,48.64,3.08
XYL, Xylem Inc. Common ,48.12,49.66,3.10
PNR,Pentair Inc. Common ,58.06,59.93,3.12
ICE, IntercontinentalExchange  Inc.  ,57.13,58.99,3.15
FMC,FMC Corporation Common ,57.62,59.5,3.16
COP,ConocoPhillips Common ,47.57,49.125,3.17
BBT,BB&T Corporation Common ,48.22,49.805,3.18
EOG,EOG Resources Inc. Common Stoc ,96.99,100.19,3.19
PRU,Prudential Financial Inc. Comm ,110.54,114.2,3.20
COG,Cabot Oil & Gas Corporation Com ,21.9,22.63,3.23
C,Citigroup Inc. Common ,59.81,61.805,3.23
VMC,Vulcan Materials Company (Holdi ,120.61,124.64,3.23
WFC,Wells Fargo & Company Common St ,57.88,59.83,3.26
MLM,Martin Marietta Materials Inc. ,215.95,223.38,3.33
KEY,KeyCorp Common ,18.77,19.42,3.35
BRK-B,Berkshire Hathaway Inc.,171.42,177.37,3.35
NOV,National Oilwell Varco Inc. Co ,40.42,41.8295,3.37
STI,SunTrust Banks Inc. Common Sto ,59.49,61.57,3.38
MTB,M&T Bank Corporation Common Sto ,166.97,172.905,3.43
JPM,JP Morgan Chase & Co. Common St ,90.62,93.87,3.46
BAC,Bank of America Corporation Com ,24.68,25.57,3.48
FCX,Freeport-McMoRan Copper & Gold ,13.4,13.895,3.56
LNC,Lincoln National Corporation Co ,70.16,72.76,3.57
HOG, Harley-Davidson  Inc. Common St ,56.38,58.475,3.58
MUR,Murphy Oil Corporation Common S ,28.29,29.3475,3.60
PCAR,PACCAR Inc. ,66.81,69.32,3.62
ZION,Zions Bancorporation ,44.9,46.61,3.67
FLS,Flowserve Corporation Common St ,46.45,48.22,3.67
MET,MetLife Inc. Common ,52.44,54.51,3.80
HBAN, Huntington Bancshares Incorpora ,14.14,14.705,3.84
PXD,Pioneer Natural Resources Compa ,185.97,193.67,3.98
RF,Regions Financial Corporation C ,15.27,15.96,4.32
MU,Micron Technology Inc. ,23.44,24.53,4.44
ATVI,Activision Blizzard Inc ,45.13,47.23,4.45
URI,United Rentals Inc. Common Sto ,128.03,134.05,4.49
CME,CME Group Inc. ,121.46,127.26,4.56
TXT,Textron Inc. Common ,47.3,49.605,4.65
FITB, Fifth Third Bancorp ,27.44,28.8,4.72
CMA,Comerica Incorporated Common St ,71.28,74.83,4.74
ETFC,E*TRADE Financial Corporation ,34.51,36.28,4.88
CFG,Citizens Financial Group Inc.,37.37,39.68,5.82
SCHW,Charles Schwab Corporation (The ,40.41,43.155,6.36
WYNN,Wynn Resorts Limited ,96.15,102.9,6.56
MYL,Mylan Inc. ,41.85,45.035,7.07
LOW,Lowe's Companies Inc. Common S ,74.37,81.585,8.84
