BBY,Best Buy Co. Inc. Common ,44.13,42.25,-4.45
ENDP,Endo Health Solutions Inc. ,13.65,13.165,-3.68
CTL,CenturyLink Inc. Common ,24.26,23.5,-3.23
FE,FirstEnergy Corporation Common  ,32.43,31.48,-3.02
ZION,Zions Bancorporation ,44.9,46.3,3.02
CHK,Chesapeake Energy Corporation C ,5.45,5.62,3.02
MAS,Masco Corporation Common ,33.78,34.85,3.07
SPLS,Staples Inc. ,8.99,9.275,3.07
COG,Cabot Oil & Gas Corporation Com ,21.9,22.6,3.10
MLM,Martin Marietta Materials Inc. ,215.95,222.9,3.12
LNC,Lincoln National Corporation Co ,70.16,72.43,3.13
CMA,Comerica Incorporated Common St ,71.28,73.61,3.17
FLS,Flowserve Corporation Common St ,46.45,47.985,3.20
DAL,Delta Air Lines Inc. (New) Comm ,49.93,51.5814,3.20
LYB,LyondellBasell Industries NV Or ,91.24,94.26,3.20
ALK,Alaska Air Group Inc. Common S ,97.82,101.12,3.26
RF,Regions Financial Corporation C ,15.27,15.805,3.39
URI,United Rentals Inc. Common Sto ,128.03,132.63,3.47
MET,MetLife Inc. Common ,52.44,54.325,3.47
MPC, Marathon Petroleum Corporation  ,49.6,51.39,3.48
FITB, Fifth Third Bancorp ,27.44,28.57,3.96
MU,Micron Technology Inc. ,23.44,24.4101,3.97
CME,CME Group Inc. ,121.46,126.57,4.04
CFG,Citizens Financial Group Inc.,37.37,39.11,4.45
ETFC,E*TRADE Financial Corporation ,34.51,36.17,4.59
SCHW,Charles Schwab Corporation (The ,40.41,42.53,4.98
WYNN,Wynn Resorts Limited ,96.15,102.23,5.95
MYL,Mylan Inc. ,41.85,44.965,6.93
LOW,Lowe's Companies Inc. Common S ,74.37,81.1999,8.41
