HCA, HCA Holdings  Inc. Common ,17.2964
CELG,Celgene Corporation ,20.6877
KR,Kroger Company (The) Common Sto ,22.0593
FDO,Family Dollar Stores Inc. Comm ,22.3021
UNH,UnitedHealth Group Incorporated ,22.7817
VLO,Valero Energy Corporation Commo ,23.8918
LH,Laboratory Corporation of Ameri ,24.2388
CI,Cigna Corporation Common ,24.2548
NOC,Northrop Grumman Corporation Co ,24.4829
ABBV,AbbVie Inc. ,24.5257
AAL,American Airlines Group Inc. ,25.1665
PFE,Pfizer Inc. Common ,25.319
XLNX,Xilinx Inc. ,25.6169
LLTC,Linear Technology Corporation ,25.6296
XRAY,DENTSPLY International Inc. ,25.8294
WAT,Waters Corporation Common ,25.8345
NKE,Nike Inc. Common ,25.8809
AGN,Allergan Inc. Common ,26.1061
MYL,Mylan Inc. ,26.3417
ESRX,Express Scripts Holding Company ,26.3857
ALXN,Alexion Pharmaceuticals Inc. ,26.7304
CAH,Cardinal Health Inc. Common St ,27.1247
LRCX,Lam Research Corporation ,27.6354
FFIV,F5 Networks Inc. ,27.7377
LUV,Southwest Airlines Company Comm ,27.7999
HSIC, Henry Schein  Inc. ,28.307
AET,Aetna Inc. Common ,28.3184
FMC,FMC Corporation Common ,28.4066
UHS,Universal Health Services Inc. ,29.0802
REGN,Regeneron Pharmaceuticals Inc. ,29.0925
PRGO,Perrigo Company ,29.1381
EW,Edwards Lifesciences Corporatio ,29.2093
BA,Boeing Company (The) Common Sto ,29.3774
PPG,PPG Industries Inc. Common Sto ,29.3862
MNK,Mallinckrodt plc ,29.5965
AMGN,Amgen Inc. ,29.6003
LLY, Eli Lilly and Company Common St ,29.6932
DLPH, Delphi Automotive plc Ordinary  ,29.9563
