APAM,Artisan Partners Asset Management Inc. 
BBSI,Barrett Business Services Inc. 
QNST,QuinStreet Inc. 
MSON,MISONIX Inc. 
SCCO,Southern Copper Corporation Com 
AMSC,American Superconductor Corpora 
BEBE,bebe stores inc. 
ARWR,Arrowhead Research Corporation 
CARV,Carver Bancorp Inc. 
EXXI, Energy XXI (Bermuda) Limited 
IMN,Imation Corporation Common Stoc 
INTL,INTL FCStone Inc. 
NGL, NGL ENERGY PARTNERS LP Common U 
OMC,Omnicom Group Inc. Common 
PTSI,P.A.M. Transportation Services 
PHX,Panhandle Oil and Gas Inc Commo 
SGMO,Sangamo BioSciences Inc. 
SPDC,Speed Commerce Inc. 
SAVE, Spirit Airlines  Inc. 
GROW,U.S. Global Investors Inc. 
UNIS,Unilife Corporation 
VSAT,ViaSat Inc. 
WBAI,500.com Limited 
AMRK,A-Mark Precious Metals Inc. 
ACHC, Acadia Healthcare Company  Inc. 
AKR,Acadia Realty Trust Common Stoc 
AEY,ADDvantage Technologies Group  
ABCO,The Advisory Board Company 
ACM,Aecom Technology Corporation Co 
GAS,AGL Resources Inc. Common Stoc 
AKAM,Akamai Technologies Inc. 
ARI,Apollo Commercial Real Estate F 
AINV,Apollo Investment Corporation 
AMAT,Applied Materials Inc. 
ACGL,Arch Capital Group Ltd. 
BIDU,Baidu Inc. 
BDC,Belden Inc Common 
BHE,Benchmark Electronics Inc. Com 
BLKB,Blackbaud Inc. 
BLBD,BOLDFACE GROUP INC.
CLMS,Calamos Asset Management Inc. 
CALD,Callidus Software Inc. 
CTLT,Catalent Inc. Common
CDW,CDW Corporation 
CNC,Centene Corporation Common Stoc 
CVO,Cenveo Inc 
DL,China Distance Education Holdin 
CIVI,Civitas Solutions Inc. Common
KO,Coca-Cola Company (The) Common  
CSC,Computer Sciences Corporation C 
CCUR,Concurrent Computer Corporation 
CRWS,Crown Crafts Inc. 
CSPI,CSP Inc. 
CVS,CVS Caremark Corporation Common 
CYNO,Cynosure Inc. 
EML,Eastern Company (The) 
EFC,Ellington Financial LLC Common  
ENTG,Entegris Inc. 
ESE,ESCO Technologies Inc. Common S 
FSFR,Fifth Street Senior Floating Rate Corp. 
FDC,First Data Corporation
FMD,First Marblehead Corporation (T 
GT,Goodyear Tire & Rubber Company  
GPK,Graphic Packaging Holding Compa 
HCP, HCP  Inc. Common 
HIW, Highwoods Properties  Inc. Comm 
HMN, Horace Mann Educators Corporati 
IR,Ingersoll-Rand plc (Ireland) 
NVTA,Invitae Corporation Common Stoc
KS,KapStone Paper and Packaging Co 
KFRC,Kforce Inc. 
KRNT,Kornit Digital  Ltd.
LLNW,Limelight Networks Inc. 
MCZ,Mad Catz Interactive Inc Common 
MLM,Martin Marietta Materials Inc. 
MAS,Masco Corporation Common 
MTSN,Mattson Technology Inc. 
MCC, Medley Capital Corporation Comm 
MC,Moelis 
MTSC,MTS Systems Corporation 
LABL,Multi-Color Corporation 
NCR,NCR Corporation Common 
NUAN,Nuance Communications Inc. 
OESX,Orion Energy Systems Inc. Comm 
GLT,Glatfelter Common 
PNRA,Panera Bread Company 
PAYC,Paycom Software Inc. 
PAHC,Phibro Animal Health Corporation 
PRO,PROS Holdings Inc. Common Stoc 
PZN,Pzena Investment Management Inc 
RSYS,RadiSys Corporation 
RICK,Rick's Cabaret International I 
RNWK,RealNetworks Inc. 
RGC,Regal Entertainment Group Class 
REGN,Regeneron Pharmaceuticals Inc. 
RPXC, RPX Corporation 
RUSHA,Rush Enterprises Inc. 
SABR,Sabre Corporation 
SCSC,ScanSource Inc. 
SWM,Schweitzer-Mauduit Internationa 
SGEN,Seattle Genetics Inc. 
STMP,Stamps.com Inc. 
STE,STERIS Corporation Common 
TAL,TAL International Group Inc. C 
SKT,Tanger Factory Outlet Centers  
TEN,Tenneco Inc. Common 
TDG,Transdigm Group Incorporated Tr 
THST,Truett-Hurst Inc. 
USNA,USANA Health Sciences Inc. Com 
VIAB, Viacom Inc. 
VSH,Vishay Intertechnology Inc. Co 
VTTI,VTTI Energy Partners LP Common 
DIS,Walt Disney Company (The) Commo 
WCG,Wellcare Health Plans Inc. Com 
WEN,Wendy's Company (The) 
WU,Western Union Company (The) Com 
WYN,Wyndham Worldwide Corp Common   
MPW,Medical Properties Trust Inc.  
OHRP,Ohr Pharmaceutical Inc. 
SITO,SITO Mobile Ltd.
CIDM,Cinedigm Digital Cinema Corp 
ARCW,Arc Wireless Solutions Inc. 
CBM,Cambrex Corporation Common Stoc 
ASFI,Asta Funding Inc. 
MPAA,Motorcar Parts of America Inc. 
OSTK,Overstock.com Inc. 
TRMB,Trimble Navigation Limited 
ALR,Alere Inc. Common 
FWRD,Forward Air Corporation 
GWR, Genesee & Wyoming Inc. Class A  
