ticker,name,sector,industry
MCK,McKesson Corporation Common Sto ,Services,Drugs Wholesale
APA,Apache Corporation Common ,Basic Materials,Independent Oil & Gas
VTR,Ventas Inc. Common ,Financial,REIT - Healthcare Facilities
CI,Cigna Corporation Common ,Healthcare,Health Care Plans
CVS,CVS Caremark Corporation Common ,Services,Drug Stores
SEE,Sealed Air Corporation Common S ,Consumer Goods,Packaging & Containers
XOM,Exxon Mobil Corporation Common  ,Basic Materials,Major Integrated Oil & Gas
MNK,Mallinckrodt plc ,Healthcare,Drugs - Generic
WBA,Walgreens Boots Alliance Inc.,Services,Drug Stores
XRX,Xerox Corporation Common ,Consumer Goods,Business Equipment
KBAL,Kimball International Inc.,Technology,Printed Circuit Boards
KMPR, Kemper Corporation ,Financial,Property & Casualty Insurance
LQD,iShares GS $ InvesTopTM Corporate Bond Fund ETF,Fixed Income ETF,
MMV, Eaton Vance Massachusetts Munic ,Financial,Closed-End Fund - Debt
NHI,National Health Investors Inc. ,Financial,REIT - Healthcare Facilities
NVEC,NVE Corporation ,Technology,Semiconductor - Specialized
OII,Oceaneering International Inc. ,Basic Materials,Oil & Gas Equipment & Services
PFBI,Premier Financial Bancorp Inc. ,Financial,Regional - Southeast Banks
PSMC,PowerShares Conservative Multi-,,
QLS,IQ Hedge Long Short Tracker ETF,,
RFI, Cohen & Steers Total Return Rea ,N/A,N/A
SCHZ,Schwab U.S. Aggregate Bond ETF,Fixed Income ETF,
SHV,iShares Barclays Short Treasury Bond Fund ETF,Fixed Income ETF,
SUP,Superior Industries Internation ,Consumer Goods,Auto Parts
TIP,iShares Barclays TIPS Bond Fund ETF,Fixed Income ETF,
TLT,iShares Barclays 20 Year Treasury Bond Fund ETF,Fixed Income ETF,
UEPS,Net 1 UEPS Technologies Inc. ,Services,Business Services
UST,ProShares Ultra 7-10 Year Treasury ETF,Commodity Based ETF,
VCYT,Veracyte Inc. ,Healthcare,Biotechnology
VTEB,Vanguard Tax-Exempt Bond ETF,,
WBIA,WBI SMID Tactical Growth Shares ,,
WETF, WisdomTree Investments  Inc. ,N/A,N/A
XSHQ,PowerShares S&P SmallCap Qualit,,
APTS, Preferred Apartment Communities ,N/A,N/A
IBP,Installed Building Products Inc. ,Industrial Goods,General Building Materials
MYJ, Blackrock MuniYield New Jersey  ,Financial,Closed-End Fund - Debt
ACP, Avenue Income Credit Strategies ,N/A,N/A
SIEN,Sientra Inc.,N/A,N/A
AGGY,WisdomTree Barclays Yield Enhan,,
BCO,Brinks Company (The) Common Sto ,Services,Security & Protection Services
BLDR,Builders FirstSource Inc. ,Services,Home Improvement Stores
BPI,Bridgepoint Education Inc. ,Services,Education & Training Services
BYSI,BeyondSpring  Inc.,,
CFX,Colfax Corporation Common ,Industrial Goods,Diversified Machinery
CHSCO,CHS  Inc. ,N/A,N/A
CLI,Mack-Cali Realty Corporation Co ,Financial,REIT - Office
CPG,Crescent Point Energy Corp. ,N/A,N/A
CUO,Continental Materials Corporati,Industrial Goods,Diversified Machinery
DXB, Deutsche Bk Contingent Cap TR I ,N/A,N/A
