ticker,name,sector,industry
AKAM,Akamai Technologies Inc. ,Technology,Internet Information Providers
BGC,General Cable Corporation Commo ,Industrial Goods,Industrial Electrical Equipment
EVY, Eaton Vance New York Municipal  ,Financial,Closed-End Fund - Debt
MZF, Managed Duration Investment Gra ,N/A,N/A
MQT, Blackrock MuniYield Quality Fun ,Financial,Closed-End Fund - Debt
AFB, AllianceBernstein National Muni ,Financial,Closed-End Fund - Debt
IMAX, Imax Corporation Common ,Services,Entertainment - Diversified
HMH, Helios Multi-Sector High Income ,N/A,N/A
AHC,A.H. Belo Corporation Common St ,Services,Publishing - Newspapers
BLE, BlackRock Municipal Income Trus ,Financial,Closed-End Fund - Debt
XVZ, iPath S&P 500 Dynamic VIX ETN ,N/A,N/A
EES,WisdomTree SmallCap Earnings Fund ETF,US Equity ETF,
TNGO, Tangoe  Inc. ,Technology,Business Software & Services
FXP,ProShares UltraShort FTSE China 25 ETF,Commodity Based ETF,
FSAM,Fifth Street Asset Management I,N/A,N/A
EDZ, Direxion Emerging Markets Bear  ,N/A,N/A
EUM,ProShares Short MSCI Emerging Markets ETF,Commodity Based ETF,
RGC,Regal Entertainment Group Class ,Services,Movie Production Theaters
PNI, Pimco New York Municipal Income ,N/A,N/A
SENEB, Seneca Foods Corp. ,Consumer Goods,Processed & Packaged Goods
EWV,ProShares UltraShort MSCI Japan ETF,Commodity Based ETF,
MCA, Blackrock MuniYield California  ,N/A,N/A
SSG,ProShares UltraShort Semiconductors ETF,Commodity Based ETF,
VFL, Delaware Investments National M ,N/A,N/A
IIM, Invesco Value Municipal Income  ,N/A,N/A
QID,ProShares UltraShort QQQ ETF,Commodity Based ETF,
NC,NACCO Industries Inc. Common S ,Industrial Goods,Farm & Construction Machinery
YANG, Direxion Daily China Bear 3x Sh ,N/A,N/A
SDD,ProShares UltraShort SmallCap600 ETF,Commodity Based ETF,
EEV,ProShares UltraShort MSCI Emerging Markets ETF,Commodity Based ETF,
TAYD,Taylor Devices Inc. ,Industrial Goods,Diversified Machinery
MYC, Blackrock MuniYield California  ,Financial,Closed-End Fund - Debt
VTN, Invesco Van Kampen Trust for In ,N/A,N/A
DIT,AMCON Distributing Company Comm ,Services,Food Wholesale
MIY, Blackrock MuniYield Michigan Qu ,N/A,N/A
BZQ,ProShares UltraShort MSCI Brazil ETF,Commodity Based ETF,
MHI, Pioneer Municipal High Income T ,N/A,N/A
MLHR,Herman Miller Inc. ,Consumer Goods,Business Equipment
VPV, Invesco Van Kampen Pennsylvania ,N/A,N/A
PSQ,ProShares Short QQQ ETF,Commodity Based ETF,
SIJ,ProShares UltraShort Industrials ETF,Commodity Based ETF,
EFZ,ProShares Short MSCI EAFE ETF,Commodity Based ETF,
ABRN,Arbor Realty Trust 7.375% Senio,N/A,N/A
EFU,ProShares UltraShort MSCI EAFE ETF,Commodity Based ETF,
BFZ, BlackRock California Municipal  ,Financial,Closed-End Fund - Debt
HYI, Western Asset High Yield Define ,N/A,N/A
BLJ, Blackrock New Jersey Municipal  ,Financial,Closed-End Fund - Debt
NAZ, Nuveen Arizona Premium Income M ,Financial,Closed-End Fund - Debt
YXI,ProShares Short FTSE China 25 ETF,Commodity Based ETF,
LVS,Las Vegas Sands Corp. Common St ,Services,Resorts & Casinos
NMT, Nuveen Massachusetts Premium In ,N/A,N/A
GJT, Synthetic Fixed-Income Securiti ,N/A,N/A
REW,ProShares UltraShort Technology ETF,Commodity Based ETF,
PMF, PIMCO Municipal Income Fund Com ,N/A,N/A
DPK, Direxion Developed Markets Bear ,N/A,N/A
ECOM,ChannelAdvisor Corporation ,Technology,Application Software
CAB,Cabela's Inc Class A Common Sto ,Services,Sporting Goods Stores
