ticker,name,sector,industry
SPLS,Staples Inc. ,Services,Specialty Retail Other
GFA,Gafisa SA Gafisa S.A. American  ,Industrial Goods,Residential Construction
CAPE, Barclays ETN Schiller CAPE ,N/A,N/A
RING,iShares MSCI Global Gold Miners Fund ETF,Global Equity ETF,
ASA,ASA  Gold and Precious Metals L ,Financial,Closed-End Fund - Equity
TEP,Tallgrass Energy Partners LP ,Basic Materials,Oil & Gas Pipelines
NGL, NGL ENERGY PARTNERS LP Common U ,Basic Materials,Oil & Gas Refining & Marketing
TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund ETF,Fixed Income ETF,
TMST,Timken Steel Corporation Common,Basic Materials,Steel & Iron
CACI,CACI International Inc. Class  ,Services,Technical Services
EEP,Enbridge Energy L.P. Class A C ,Basic Materials,Oil & Gas Pipelines
DXD,ProShares UltraShort Dow30 ETF,Commodity Based ETF,
ENBL,Enable Midstream Partners LP ,Basic Materials,Oil & Gas Pipelines
ABEV,Ambev S.A. ,N/A,N/A
GG,Goldcorp Incorporated Common St ,Basic Materials,Gold
PCYG,Park City Group Inc. Common St ,Technology,Business Software & Services
ETP,Energy Transfer Partners L.P.  ,Basic Materials,Oil & Gas Pipelines
NRP,Natural Resources Partners LP ,Basic Materials,Industrial Metals & Minerals
GARS,Garrison Capital Inc. ,N/A,N/A
GYEN,AdvisorShares Gartman Gold/Yen ETF ,N/A,N/A
ASX,Advanced Semiconductor Engineer ,Technology,Semiconductor Equipment & Materials
GLOP,GasLog Partners LP Common Units,Services,Shipping
BVN,Compania Mina Buenaventura S.A ,Basic Materials,Gold
HBM, Hudbay Minerals Inc Ordinary Sh ,Basic Materials,Industrial Metals & Minerals
UZA, United States Cellular Corporat ,N/A,N/A
MLNX,Mellanox Technologies Ltd. ,Technology,Semiconductor - Broad Line
TK,Teekay Corporation Common ,Services,Shipping
DLNG,Dynagas LNG Partners LP ,Services,Shipping
BWP,Boardwalk Pipeline Partners LP  ,Basic Materials,Oil & Gas Pipelines
MNOV,MediciNova Inc. ,Healthcare,Biotechnology
TAHO, Tahoe Resources  Inc. Ordinary  ,Basic Materials,Industrial Metals & Minerals
PSXP,Phillips 66 Partners LP ,Basic Materials,Oil & Gas Refining & Marketing
CHS,Chico's FAS Inc. Common ,Services,Apparel Stores
AMBA, Ambarella  Inc. ,Technology,Semiconductor Equipment & Materials
NUGT, Direxion Daily Gold Miners Bull ,N/A,N/A
LTRPA,Liberty TripAdvisor Holdings I,Consumer Goods,Recreational Goods Other
CDI,CDI Corporation Common ,Services,Staffing & Outsourcing Services
HOFT, Hooker Furniture Corporation ,Consumer Goods,Home Furnishings & Fixtures
SDOW,ProShares UltraPro Short Dow30 ETF,Commodity Based ETF,
USDP,USD Partners LP Common Units re,Services,Railroads
PF,Pinnacle Foods Inc. ,Consumer Goods,Food - Major Diversified
DOG,ProShares Short Dow30 ETF,Commodity Based ETF,
TIPZ,PIMCO Broad U.S. TIPS Index Fund ETF,Fixed Income ETF,
CROC,ProShares UltraShort Australian Dollar,Commodity Based ETF,
DM,Dolan Company (The) Common Stoc ,Services,Publishing - Periodicals
RGLD, Royal Gold  Inc. ,Basic Materials,Gold
SDD,ProShares UltraShort SmallCap600 ETF,Commodity Based ETF,
NLNK, NewLink Genetics Corporation ,Healthcare,Biotechnology
GDXX,ProShares Ultra Gold Miners ETF,,
BYBK,Bay Bancorp Inc. ,Financial,Regional - Mid-Atlantic Banks
CTW, Qwest Corporation 7.50% Notes d ,N/A,N/A
FIT,Fitbit Inc.,Technology,Scientific & Technical Instruments
ABX,Barrick Gold Corporation Common ,Basic Materials,Gold
EMCF, Emclaire Financial Corp ,Financial,Regional - Northeast Banks
SA,Seabridge Gold Inc. Ordinary S ,Basic Materials,Gold
BRZU,Direxion Daily Brazil Bull 3X Shares ,N/A,N/A
TGTX,TG Therapeutics Inc. ,Healthcare,Biotechnology
RLH,Red Lions Hotels Corporation Co ,Services,Lodging
PAAS,Pan American Silver Corp. ,NULL,NULL
TIP,iShares Barclays TIPS Bond Fund ETF,Fixed Income ETF,
AMBC,Ambac Financial Group Inc. ,Financial,Surety & Title Insurance
GPOR,Gulfport Energy Corporation ,Basic Materials,Independent Oil & Gas
