ticker,name,sector,industry
OKE,ONEOK Inc. Common ,Utilities,Gas Utilities
XOM,Exxon Mobil Corporation Common  ,Basic Materials,Major Integrated Oil & Gas
RM, Regional Management Corp. Commo ,Financial,Credit Services
GBB, iPath Goldman Sachs iPath GBP/U ,N/A,N/A
SPKE,Spark Energy Inc.,Utilities,Electric Utilities
MLHR,Herman Miller Inc. ,Consumer Goods,Business Equipment
NXR, Nuveen Select Tax Free Income P ,Financial,Closed-End Fund - Debt
SBM,ProShares Short Basic Materials ETF,Commodity Based ETF,
BOS, PowerShares DB Base Metals Shor ,N/A,N/A
SSG,ProShares UltraShort Semiconductors ETF,Commodity Based ETF,
SBB,ProShares Short SmallCap600 ETF,Commodity Based ETF,
RWM,ProShares Short Russell2000 ETF,Commodity Based ETF,
SABR,Sabre Corporation ,Technology,Information Technology Services
SMN,ProShares UltraShort Basic Materials ETF,Commodity Based ETF,
VGM, Invesco Van Kampen Trust for In ,N/A,N/A
PMX, PIMCO Municipal Income Fund III ,N/A,N/A
EPHE,iShares A79MSCI Philippines Investable Market Index Fund (EPHE) ETF,Global Equity ETF,
GRN,iPath Global Carbon ETN ,N/A,N/A
VSTO,Vista Outdoor Inc. Common,Consumer Goods,Sporting Goods
NYV, Nuveen New York Municipal Value ,N/A,N/A
ATW,Atwood Oceanics Inc. Common St ,Basic Materials,Oil & Gas Drilling & Exploration
BTA, BlackRock Long-Term Municipal A ,Financial,Closed-End Fund - Debt
TWM,ProShares UltraShort Russell2000 ETF,Commodity Based ETF,
EZPW,EZCORP Inc. ,Services,Specialty Retail Other
VKQ, Invesco Van Kampen Municipal Tr ,N/A,N/A
PHII,PHI Inc. ,Services,Air Services Other
LGCYP,Legacy Reserves LP,N/A,N/A
NAD, Nuveen Dividend Advantage Munic ,Financial,Closed-End Fund - Debt
OFLX,Omega Flex Inc. ,Industrial Goods,Industrial Equipment & Components
CATM,Cardtronics Inc. ,Services,Business Services
MZZ,ProShares UltraShort MidCap400 ETF,Commodity Based ETF,
SMDD,ProShares UltraPro Short MidCap400 ETF,Commodity Based ETF,
MYY,ProShares Short MidCap400 ETF,Commodity Based ETF,
BP,BP p.l.c. Common ,Basic Materials,Major Integrated Oil & Gas
CODI,Compass Diversified Holdings Sh ,Services,Staffing & Outsourcing Services
TLTE,FlexShares Mstar Emrg Mkts Fct Tl Idx ETF,Global Equity ETF,
NXN, Nuveen New York Select Tax-Free ,Financial,Closed-End Fund - Debt
BITA,Bitauto Holdings Limited Americ ,Technology,Internet Information Providers
NTC, Nuveen Connecticut Premium Inco ,N/A,N/A
FARM,Farmer Brothers Company ,Consumer Goods,Processed & Packaged Goods
PTSI,P.A.M. Transportation Services ,Services,Trucking
MIDZ, Direxion Mid Cap Bear 3X Shares ,N/A,N/A
SOXS, Direxion Daily Semiconductor Be ,N/A,N/A
TZA, Direxion Small Cap Bear 3X Shar ,N/A,N/A
FET, Forum Energy Technologies  Inc. ,Basic Materials,Oil & Gas Equipment & Services
BZQ,ProShares UltraShort MSCI Brazil ETF,Commodity Based ETF,
