ticker,name,sector,industry
PDCO,Patterson Companies Inc. ,Services,Medical Equipment Wholesale
TWX,Time Warner Inc. New Common Sto ,Services,Entertainment - Diversified
DDT, Dillard's Capital Trust I ,N/A,N/A
LGCYP,Legacy Reserves LP,N/A,N/A
COMM,CommScope Holding Company Inc. ,Technology,Communication Equipment
SMK,ProShares UltraShort MSCI Mexico Investable Market ETF,Commodity Based ETF,
EQCO,Equity Commonwealth 5.75% Senio,N/A,N/A
RUSS, Direxion Daily Russia Bear 3x S ,N/A,N/A
DDD,3D Systems Corporation Common S ,Technology,Application Software
RVNC,Revance Therapeutics Inc. ,Healthcare,Biotechnology
DXD,ProShares UltraShort Dow30 ETF,Commodity Based ETF,
WBMD,WebMD Health Corp ,Technology,Healthcare Information Services
TAYD,Taylor Devices Inc. ,Industrial Goods,Diversified Machinery
KMDA,Kamada Ltd. ,N/A,N/A
SSG,ProShares UltraShort Semiconductors ETF,Commodity Based ETF,
UBSI,United Bankshares Inc. ,Financial,Regional - Mid-Atlantic Banks
HMN, Horace Mann Educators Corporati ,Financial,Property & Casualty Insurance
BKU, BankUnited  Inc. Common ,Financial,Regional - Mid-Atlantic Banks
LE,Lands' End Inc. ,Services,Catalog & Mail Order Houses
EPV,ProShares UltraShort MSCI Europe ETF,Commodity Based ETF,
MCS,Marcus Corporation (The) Common ,Services,Resorts & Casinos
UNB,Union Bankshares Inc. ,Financial,Regional - Northeast Banks
LBY,Libbey Inc. Common ,Consumer Goods,Housewares & Accessories
SWJ, Stanley Black & Decker  Inc. 5. ,N/A,N/A
DOG,ProShares Short Dow30 ETF,Commodity Based ETF,
BHL, Blackrock Defined Opportunity C ,N/A,N/A
TAHO, Tahoe Resources  Inc. Ordinary  ,Basic Materials,Industrial Metals & Minerals
SMN,ProShares UltraShort Basic Materials ETF,Commodity Based ETF,
OME,Omega Protein Corporation Commo ,Consumer Goods,Processed & Packaged Goods
SENEA,Seneca Foods Corp. ,Consumer Goods,Processed & Packaged Goods
AMC,AMC Entertainment Holdings Inc. ,Services,Movie Production
