ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
IBDQ,iShares iBonds Dec 2025 Corpora,,
REVG,REV Group  Inc.,,
AFH,Atlas Financial Holdings Inc. ,Financial,Property & Casualty Insurance
CI,Cigna Corporation Common ,Healthcare,Health Care Plans
MCA, Blackrock MuniYield California  ,N/A,N/A
BRS,Bristow Group Inc. Common ,Services,Air Services Other
NCMI,National CineMedia Inc. ,Services,Marketing Services
BIG,Big Lots Inc. Common ,Services,Discount Variety Stores
SILC,Silicom Ltd ,Technology,Networking & Communication Devices
SMLP, Summit Midstream Partners  LP C ,Utilities,Gas Utilities
