ticker,name,sector,industry
ALK,Alaska Air Group Inc. Common S ,Services,Regional Airlines
GILD,Gilead Sciences Inc. ,Healthcare,Biotechnology
HOG, Harley-Davidson  Inc. Common St ,Consumer Goods,Recreational Vehicles
CELG,Celgene Corporation ,Healthcare,Biotechnology
XRX,Xerox Corporation Common ,Consumer Goods,Business Equipment
HAS, Hasbro  Inc. ,Consumer Goods,Toys & Games
TJX,TJX Companies Inc. (The) Commo ,Services,Department Stores
M,Macy's Inc Common ,Services,Department Stores
IPG,Interpublic Group of Companies ,Services,Advertising Agencies
UA,Under Armour Inc. Class A Comm ,Consumer Goods,Textile - Apparel Clothing
EXPE,Expedia Inc. ,Services,Lodging
UAA,Under Armour  Inc. Class A,,
GE,General Electric Company Common ,Industrial Goods,Diversified Machinery
SFLY,Shutterfly Inc. ,Technology,Internet Information Providers
NSTG,NanoString Technologies Inc. ,Healthcare,Biotechnology
TACO,Del Taco Restaurants  Inc.,Services,Restaurants
MANH,Manhattan Associates Inc. ,Technology,Application Software
ANF,Abercrombie & Fitch Company Com ,Services,Apparel Stores
SDP,ProShares UltraShort Utilities ETF,Commodity Based ETF,
COWN,Cowen Group Inc. ,Financial,Investment Brokerage - National
BIB,ProShares Ultra Nasdaq Biotechnology ETF,Commodity Based ETF,
IBB,iShares Nasdaq Biotechnology ETF,US Equity ETF,
AAN,Aaron's Inc. Common ,Services,Rental & Leasing Services
BBW,Build-A-Bear Workshop Inc. Com ,Services,Toy & Hobby Stores
TBT,ProShares UltraShort 20+ Year Treasury ETF,Commodity Based ETF,
GSH,Guangshen Railway Company Limit ,Services,Railroads
GIII,G-III Apparel Group LTD. ,Consumer Goods,Textile - Apparel Clothing
OCX,OncoCyte Corporation,,
BGFV,Big 5 Sporting Goods Corporatio ,Services,Sporting Goods Stores
WPG,Washington Prime Group Inc. Com,Financial,Property Management
IFMK,iFresh Inc.,,
HJV, MS Structured Asset Corp MS Str ,N/A,N/A
ONEY,SPDR Russell 1000 Yield Focus E,,
SPSC,SPS Commerce Inc. ,Services,Business Services
QID,ProShares UltraShort QQQ ETF,Commodity Based ETF,
SBRA,Sabra Healthcare REIT Inc. ,Financial,REIT - Healthcare Facilities
DLBS, iPath US Treasury Long Bond Bea ,N/A,N/A
UBIO,Proshares UltraPro Nasdaq Biote,,
HIE,Miller/Howard High Income Equit,N/A,N/A
HA, Hawaiian Holdings  Inc. ,Services,Regional Airlines
BATRA,The Liberty Braves Group,N/A,N/A
CTG,Computer Task Group Inc. ,Technology,Information Technology Services
TBF,ProShares Short 20+ Year Treasury ETF,Commodity Based ETF,
SHOO,Steven Madden Ltd. ,Consumer Goods,Textile - Apparel Footwear & Accessories
IHE,iShares Dow Jones U.S. Pharmaceutical Index Fund ETF,US Equity ETF,
SPFF,Global X SuperIncome Preferred ETF,Fixed Income ETF,
EDZ, Direxion Emerging Markets Bear  ,N/A,N/A
ULE,ProShares Ultra Euro ETF,Commodity Based ETF,
EEV,ProShares UltraShort MSCI Emerging Markets ETF,Commodity Based ETF,
FXE, Rydex CurrencyShares Euro Curre ,N/A,N/A
PST,ProShares UltraShort 7-10 Year Treasury ETF,Commodity Based ETF,
AQXP,Aquinox Pharmaceuticals Inc. ,Healthcare,Drugs - Generic
NLS,Nautilus Inc. Common ,Consumer Goods,Sporting Goods
SQQQ,ProShares UltraPro Short QQQ ETF,Commodity Based ETF,
LEXEA,Liberty Expedia Holdings  Inc.,,
MESO,Mesoblast Limited,N/A,N/A
TBPH,Theravance Biopharma Inc.,Healthcare,Biotechnology
EWV,ProShares UltraShort MSCI Japan ETF,Commodity Based ETF,
KTP, Corts 7.625 Pfd Common ,N/A,N/A
TTT,ProShares UltraPro Short 20+ Year Treasury ETF,Commodity Based ETF,
TMV, Direxion Daily 30-Yr Treasury B ,N/A,N/A
WPPGY,WPP plc ,NULL,NULL
PFH, Cabco Tr Jcp 7.625 Common ,N/A,N/A
NS,Nustar Energy L.P.  Common Unit ,Basic Materials,Oil & Gas Pipelines
DPZ,Domino's Pizza Inc Common ,Services,Restaurants
RCD,Guggenheim S&P Equal Weight Consumer Discretionary ETF,US Equity ETF,
FXS, Rydex CurrencyShares Swedish Kr ,N/A,N/A
AIRG,Airgain  Inc.,N/A,N/A
IPXL,Impax Laboratories Inc. ,Healthcare,Drug Manufacturers - Major
JBN, Select Asset Inc. Select Asset  ,N/A,N/A
RARE,Ultragenyx Pharmaceutical Inc. ,Healthcare,Biotechnology
KAAC,Kayne Anderson Acquisition Corp,,
MSGN,MSG Networks Inc.,N/A,N/A
SOXS, Direxion Daily Semiconductor Be ,N/A,N/A
PSQ,ProShares Short QQQ ETF,Commodity Based ETF,
TRVG,trivago N.V. - American Deposit,,
VXX, iPath S&P 500 VIX Short Term Fu ,N/A,N/A
BLFS,BioLife Solutions Inc. ,Healthcare,Medical Appliances & Equipment
OFG,Oriental Financial Group Inc.  ,Financial,Money Center Banks
COWZ,Pacer US Cash Cows 100 ETF,,
CVCY, Central Valley Community Bancor ,Financial,Regional - Pacific Banks
TYO, Direxion Daily 10-Yr Treasury B ,N/A,N/A
AVH,Avianca Holdings S.A. ,N/A,N/A
YRD,Yirendai Ltd.,N/A,N/A
AVID,Avid Technology Inc. ,Technology,Multimedia & Graphics Software
OXFD,Oxford Immunotec Global PLC ,Healthcare,Diagnostic Substances
GPT,Gramercy Property Trust Inc. ,Financial,REIT - Diversified
KINS,Kingstone Companies Inc ,Financial,Property & Casualty Insurance
WATT,Energous Corporation ,N/A,N/A
TBX,ProShares Short 7-10 Year Treasury ETF,Commodity Based ETF,
ENDP,Endo Health Solutions Inc. ,Healthcare,Drug Manufacturers - Other
