ticker,name,sector,industry
CERN,Cerner Corporation ,Technology,Healthcare Information Services
PSA,Public Storage Common ,Financial,REIT - Diversified
ADTN,ADTRAN Inc. ,Technology,Communication Equipment
APTS, Preferred Apartment Communities ,N/A,N/A
SDOW,ProShares UltraPro Short Dow30 ETF,Commodity Based ETF,
FAZ, Direxion Financial Bear 3X Shar ,N/A,N/A
MYY,ProShares Short MidCap400 ETF,Commodity Based ETF,
EEV,ProShares UltraShort MSCI Emerging Markets ETF,Commodity Based ETF,
YXI,ProShares Short FTSE China 25 ETF,Commodity Based ETF,
SDD,ProShares UltraShort SmallCap600 ETF,Commodity Based ETF,
DNO, United States Short Oil Fund ,N/A,N/A
SSG,ProShares UltraShort Semiconductors ETF,Commodity Based ETF,
ARRS,Arris Group Inc ,Technology,Communication Equipment
CROC,ProShares UltraShort Australian Dollar,Commodity Based ETF,
FINZ,ProShares UltraPro Short Financials,Commodity Based ETF,
SBB,ProShares Short SmallCap600 ETF,Commodity Based ETF,
SPXS, Direxion Daily S&P 500 Bear 3X ,N/A,N/A
SDS,ProShares UltraShort S&P500 ETF,Commodity Based ETF,
EUM,ProShares Short MSCI Emerging Markets ETF,Commodity Based ETF,
DPK, Direxion Developed Markets Bear ,N/A,N/A
EFZ,ProShares Short MSCI EAFE ETF,Commodity Based ETF,
VGSH,Vanguard Short-Term Government Bond ETF,Fixed Income ETF,
NTCT,NetScout Systems Inc. ,Technology,Business Software & Services
QID,ProShares UltraShort QQQ ETF,Commodity Based ETF,
SIJ,ProShares UltraShort Industrials ETF,Commodity Based ETF,
DOG,ProShares Short Dow30 ETF,Commodity Based ETF,
PSQ,ProShares Short QQQ ETF,Commodity Based ETF,
SH,ProShares Short S&P500 ETF,Commodity Based ETF,
SEF,ProShares Short Financials ETF,Commodity Based ETF,
EFU,ProShares UltraShort MSCI EAFE ETF,Commodity Based ETF,
PWOD,Penns Woods Bancorp Inc. ,Financial,Regional - Mid-Atlantic Banks
EPV,ProShares UltraShort MSCI Europe ETF,Commodity Based ETF,
CMBS,iShares Barclays CMBS Bond ETF,Fixed Income ETF,
SMDD,ProShares UltraPro Short MidCap400 ETF,Commodity Based ETF,
SQQQ,ProShares UltraPro Short QQQ ETF,Commodity Based ETF,
DXD,ProShares UltraShort Dow30 ETF,Commodity Based ETF,
SPDN,Direxion Daily S&P 500 Bear 1X,,
SPXU,ProShares UltraPro Short S&P500 ETF,Commodity Based ETF,
EDZ, Direxion Emerging Markets Bear  ,N/A,N/A
SKF,ProShares UltraShort Financials ETF,Commodity Based ETF,
VERI,Veritone  Inc.,,
TECS, Direxion Technology Bear 3X Sha ,N/A,N/A
REW,ProShares UltraShort Technology ETF,Commodity Based ETF,
