ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AB,Allianceberstein Holding L.P.   ,Financial,2016-01-20,18.15,-0.538674354553223,6.30264,22.9569,2.08202,8.32806777954102
ABCD,Cambium Learning Group Inc. ,Services,2016-01-20,4.19,-0.0910983383655548,16.7,23.5554,0.287591,1.15036475658417
ABR,Arbor Realty Trust Common ,Financial,2016-01-20,6.17,-0.157086431980133,11.8791,27.037,0.361862,1.44744861125946
ACGL,Arch Capital Group Ltd. ,Financial,2016-01-20,64.89,-0.426497459411621,21.0959,19.1612,1.81042,7.24169921875
ACM,Aecom Technology Corporation Co ,Services,2016-01-20,25.13,-0.473138809204102,7.72089,21.2716,1.70532,6.82126235961914
ACU,Acme United Corporation. Common ,Consumer Goods,2016-01-20,13.51,-0.615914821624756,11.6164,21.0613,1.03493,4.13972663879395
ADX,Adams Express Company (The) ,Financial,2016-01-20,11.31,-0.14396333694458,12.0165,22.1817,0.483467,1.93386769294739
AEHR,Aehr Test Systems ,Technology,2016-01-20,1.3,-0.0956943035125732,36.2364,23.2301,0.207394,0.829574048519135
AER,Aercap Holdings N.V. Ordinary S ,Industrial Goods,2016-01-20,31.4,-1.16100978851318,7.16547,22.6233,3.4925,13.9700059890747
AGNC,American Capital Agency Corp. ,Financial,2016-01-20,16.24,-0.230006039142609,15.3735,22.8799,0.454511,1.81804549694061
AHGP,Alliance Holdings GP L.P. ,Basic Materials,2016-01-20,13.76,-0.723877191543579,9.6216,26.0605,2.2276,8.91040802001953
AIRT,Air T Inc. ,Services,2016-01-20,19.01,-0.585116982460022,3.19415,22.7665,1.63575,6.54299259185791
ANH,Anworth Mortgage Asset Corporat ,Financial,2016-01-20,3.89,-0.0729309618473053,9.07295,22.6349,0.208936,0.835744619369507
ARE,Alexandria Real Estate Equities ,Financial,2016-01-20,76.45,-1.39704513549805,6.15908,16.751,4.74144,18.9657764434814
ARI,Apollo Commercial Real Estate F ,Financial,2016-01-20,15.16,-0.332779228687286,13.5893,21.219,0.759835,3.03933930397034
ARKR,Ark Restaurants Corp. ,Services,2016-01-20,21.19,-0.275942981243134,13.2843,28.886,0.420077,1.68030917644501
ARL,American Realty Investors Inc. ,Financial,2016-01-20,4.41,-0.245739355683327,3.43434,28.3594,0.460157,1.8406263589859
ASTM,Aastrom Biosciences Inc. ,Healthcare,2016-01-20,5.1,-0.209847629070282,3.0303,12.3148,0.28259,1.13036119937897
AWI,Armstrong World Industries Inc  ,Industrial Goods,2016-01-20,37.74,-0.731196403503418,7.63823,14.8246,2.78329,11.1331653594971
AWRE,Aware Inc. ,Technology,2016-01-20,2.84,-0.0527383834123611,9.18404,27.8104,0.117404,0.469617575407028
AXS,Axis Capital Holdings Limited C ,Financial,2016-01-20,52.64,-0.477206468582153,16.5191,27.3978,1.15364,4.61455917358398
BBX,BankAtlantic Bancorp Inc. New  ,Financial,2016-01-20,13.43,-0.305673778057098,13.6911,24.5535,0.766081,3.06432557106018
BCS,Barclays PLC Common ,Financial,2016-01-20,10.48,-0.220575451850891,7.23161,18.4212,0.903374,3.6134946346283
BDN,Brandywine Realty Trust Common  ,Financial,2016-01-20,11.98,-0.24885493516922,9.24573,28.4315,0.548005,2.19201922416687
BG,Bunge Limited Bunge Limited ,Consumer Goods,2016-01-20,59.64,-1.24544930458069,8.33197,23.9234,2.93152,11.7260608673096
